Date; Sales ;Cost of Sales;Quantity Sold;SalesPricePerUnit;AvgUnitSalesPrice;GrossProfitPct;GrossProfitPerUnit;GrossProfitPercentPerUnit;PrevDayPrice;PrevDayQty;PriceDrop;PctChangePrice;PctChangeQty;Elasticity
2014/02/02; 113433.581 ;111466.5168;3320,00;34.166741265060246;34.166741265060246;1.7341109948737383;0.5924892168674722;1.734110994873738;34.164616987179485;5304,00;0.002124277880760417;0.00621777168336928;-37.405731523378584;-6015.93841462979
2014/02/03; 143192.5334 ;140505.6347;4191,00;34.16667463612502;34.16667463612502;1.8764237465471023;0.6411115962777357;1.8764237465471023;34.166741265060246;3320,00;-6.662893522246804E-5;-1.9501109194339363E-4;26.234939759036145;-134530.50027867864
2014/02/04; 130126.6499 ;128496.2877;3809,00;34.16294300341297;34.16294300341297;1.252904152418361;0.4280289314780791;1.252904152418361;34.16667463612502;4191,00;-0.0037316327120535675;-0.01092184929260879;-9.114769744691005;834.5445446550245
2014/02/05; 187155.8685 ;195078.6033;5764,00;32.46978981609993;32.46978981609993;-4.233228091375599;-1.3745202637057559;-4.233228091375599;34.16294300341297;3809,00;-1.6931531873130368;-4.95611044734608;51.32580729850355;-10.35606608121248
2014/02/06; 102314.7096 ;101977.99;3028,00;33.78953421400264;33.78953421400264;0.3291018479321342;0.11120198150594343;0.3291018479321342;32.46978981609993;5764,00;1.31974439790271;4.064530153651698;-47.46703678001388;-11.678357641748098
2014/02/07; 301553.8426 ;313529.1877;9284,00;32.48102570012925;32.48102570012925;-3.9712129007372283;-1.2898906828953076;-3.9712129007372288;33.78953421400264;3028,00;-1.3085085138733916;-3.872526047817302;206.60501981505942;-53.35148615243263
2014/02/08; 316073.1775 ;329754.7795;9737,00;32.461043185786174;32.461043185786174;-4.328618488988998;-1.4051147170586438;-4.328618488988998;32.48102570012925;9284,00;-0.019982514343077185;-0.06152057674397169;4.87936234381732;-79.31268856798293
2014/02/09; 135178.0426 ;141530.7087;4163,00;32.471304972375684;32.471304972375684;-4.699480757239492;-1.5259827288013457;-4.699480757239492;32.461043185786174;9737,00;0.010261786589509825;0.031612621106407286;-57.24555818013762;-1810.845041524729
2014/02/10; 147727.5162 ;154828.6846;4552,00;32.45332078207382;32.45332078207382;-4.806936840653383;-1.560010632688927;-4.806936840653383;32.471304972375684;4163,00;-0.01798419030186693;-0.05538487078719695;9.344222916166228;-168.71435797095486
2014/02/11; 135498.7464 ;139824.1616;4172,00;32.47812713326942;32.47812713326942;-3.19221787279944;-1.0367725790987508;-3.19221787279944;32.45332078207382;4552,00;0.024806351195600485;0.07643701968799053;-8.347978910369068;-109.21382001083786
2014/02/12; 163432.8452 ;166893.3689;5037,00;32.44646519753822;32.44646519753822;-2.117397941500189;-0.6870207861822495;-2.1173979415001893;32.47812713326942;4172,00;-0.031661935731200685;-0.09748695052913733;20.733461169702778;-212.67934895046153
2014/02/13; 138291.6333 ;141027.4345;4259,00;32.47044688894106;32.47044688894106;-1.9782839602922069;-0.642357642639121;-1.9782839602922069;32.44646519753822;5037,00;0.02398169140284523;0.07391156866192244;-15.445701806630932;-208.97542950658826
2014/02/14; 336901.3717 ;343519.8755;10381,00;32.45365299104133;32.45365299104133;-1.9645226632955277;-0.6375593680762938;-1.9645226632955273;32.47044688894106;4259,00;-0.01679389789973129;-0.051720562877288385;143.74266259685373;-2779.2169033019986
2014/02/15; 367729.2682 ;373973.5933;11332,00;32.45051784327568;32.45051784327568;-1.6980767211066439;-0.551034689375222;-1.6980767211066439;32.45365299104133;10381,00;-0.003135147765654267;-0.0096603848156006;9.160967151526828;-948.3025082740741
2014/02/16; 133913.8414 ;136797.0774;4127,00;32.448229076811245;32.448229076811245;-2.153053015175476;-0.6986275745093299;-2.153053015175476;32.45051784327568;11332,00;-0.0022887664644315464;-0.007053096888886227;-63.58100953053301;9014.623013433926
2014/02/17; 150800.347 ;152887.1064;4649,00;32.43715788341579;32.43715788341579;-1.3837895213861682;-0.4488619918261951;-1.383789521386168;32.448229076811245;4127,00;-0.011071193395451928;-0.03411956125323286;12.648412890719651;-370.70854448696065
2014/02/18; 55591.93034 ;53463.24421;1627,00;34.16836529809465;34.16836529809465;3.8291279273465895;1.308350417947143;3.8291279273465895;32.43715788341579;4649,00;1.731207414678856;5.337111903888391;-65.00322650032265;-12.17947602952902
2014/02/19; 106427.1918 ;107736.4441;3281,00;32.43742511429442;32.43742511429442;-1.230185893150657;-0.3990406278573584;-1.2301858931506573;34.16836529809465;1627,00;-1.7309401838002287;-5.065914534391705;101.65949600491702;-20.067353153071675
2014/02/20; 78940.55442 ;75934.39482;2310,00;34.17340018181818;34.17340018181818;3.8081308423625324;1.3013677922077918;3.8081308423625324;32.43742511429442;3281,00;1.7359750675237606;5.351765935202905;-29.59463578177385;-5.529882311762913
2014/02/21; 317916.3179 ;322089.789;9802,00;32.43382145480514;32.43382145480514;-1.3127577494505092;-0.42577750459089636;-1.3127577494505092;34.17340018181818;2310,00;-1.7395787270130398;-5.090446715157643;324.3290043290043;-63.71326967498968
2014/02/22; 309217.8756 ;320116.9243;9772,00;31.643253745395008;31.643253745395008;-3.5247149534455904;-1.1153344965206697;-3.524714953445591;32.43382145480514;9802,00;-0.7905677094101335;-2.4374793778517554;-0.30605998775760046;0.12556413421940124
2014/02/23; 138491.55 ;140752.6016;4270,00;32.43361826697892;32.43361826697892;-1.6326278390270066;-0.5295202810304463;-1.6326278390270066;31.643253745395008;9772,00;0.7903645215839106;2.4977346765388533;-56.30372492836676;-22.541915863692793
2014/02/24; 133146.2222 ;134505.4042;4106,00;32.4272338528982;32.4272338528982;-1.0208190495697;-0.33102338041889934;-1.0208190495696998;32.43361826697892;4270,00;-0.006384414080720546;-0.019684557017866245;-3.840749414519906;195.11485125288502
2014/02/25; 224994.6562 ;227546.4466;6937,00;32.43399974052184;32.43399974052184;-1.1341560031237747;-0.3678521551102779;-1.1341560031237745;32.4272338528982;4106,00;0.006765887623643607;0.020864831253680625;68.94788114953727;3304.502217691055
2014/02/26; 225051.5915 ;228214.1421;6934,00;32.4562433660225;32.4562433660225;-1.4052558255292267;-0.45609325064897427;-1.4052558255292265;32.43399974052184;6937,00;0.02224362550065706;0.06858119775115709;-0.04324636009802508;-0.6305862469031526
2014/02/27; 344299.6824 ;365935.653;11082,00;31.0683705468327;31.0683705468327;-6.284051861210779;-1.9523525175961018;-6.284051861210779;32.4562433660225;6934,00;-1.3878728191897984;-4.27613511378437;59.82117104124603;-13.989541829117842
2014/02/28; 661876.5 ;686656.791;20805,00;31.813338139870222;31.813338139870222;-3.7439448295867837;-1.1910738284066316;-3.7439448295867837;31.0683705468327;11082,00;0.7449675930375221;2.3978328439032626;87.73687060097456;36.59006958056088
2014/03/01; 846678.3882 ;872081.585;26410,00;32.05900750473306;32.05900750473306;-3.000336037158804;-0.9618779553199515;-3.000336037158804;31.813338139870222;20805,00;0.24566936486283808;0.7722212732996785;26.94063926940639;34.88720163624843
2014/03/02; 478902.3049 ;495554.4499;15004,00;31.91830877765929;31.91830877765929;-3.4771486438089223;-1.109847040789124;-3.4771486438089214;32.05900750473306;26410,00;-0.14069872707376874;-0.4388742447906304;-43.18818629307081;98.4067459088974
2014/03/03; 538827.2021 ;557567.137;16884,00;31.91348034233594;31.91348034233594;-3.477911810495804;-1.1099227019663582;-3.477911810495803;31.91830877765929;15004,00;-0.004828435323350533;-0.015127478579723868;12.529992002132765;-828.2934883098994
2014/03/04; 310346.1213 ;323325.0299;9789,00;31.70355718663806;31.70355718663806;-4.182075337572464;-1.325866646235573;-4.182075337572464;31.91348034233594;16884,00;-0.20992315569787934;-0.6577883497695437;-42.02203269367448;63.88382024156693
2014/03/05; 256390.5222 ;267308.5071;8079,00;31.73542792424805;31.73542792424805;-4.258341847552109;-1.3514030077979924;-4.258341847552109;31.70355718663806;9789,00;0.03187073760998871;0.10052732386579355;-17.468587189702728;-173.76954362202778
2014/03/06; 167803.6598 ;168135.69;5072,00;33.08431778391167;33.08431778391167;-0.1978682708087207;-0.06546336750788807;-0.19786827080872063;31.73542792424805;8079,00;1.3488898596636218;4.250422785800778;-37.2199529644758;-8.75676487732351
2014/03/07; 465318.0215 ;483774.5967;14551,00;31.978422204659473;31.978422204659473;-3.9664432382187504;-1.268405965225759;-3.9664432382187504;33.08431778391167;5072,00;-1.1058955792521985;-3.342657951949598;186.88880126182966;-55.91023788504211
2014/03/08; 520146.7496 ;541498.9582;16262,00;31.985410748985363;31.985410748985363;-4.105035476318973;-1.3130124584921912;-4.105035476318973;31.978422204659473;14551,00;0.006988544325889023;0.021853937261703753;11.75864201773074;538.055997732558
2014/03/09; 224699.2528 ;233589.983;7014,00;32.035821613915026;32.035821613915026;-3.9567244168423956;-1.2675691759338494;-3.9567244168423956;31.985410748985363;16262,00;0.05041086492966329;0.15760580761421805;-56.86877382855737;-360.82917685215483
2014/03/10; 286230.6789 ;297642.8914;8932,00;32.04553055306762;32.04553055306762;-3.987068242949279;-1.2776771719659676;-3.987068242949279;32.035821613915026;7014,00;0.00970893915259552;0.03030650897487318;27.345309381237527;902.291629956761
2014/03/11; 187143.0181 ;191499.0428;5737,00;32.62036222764511;32.62036222764511;-2.3276447843073496;-0.7592861600139461;-2.3276447843073496;32.04553055306762;8932,00;0.5748316745774886;1.7937967156623085;-35.770264218540085;-19.9410913768637
2014/03/12; 191700.3891 ;197153.424;5903,00;32.47507862104015;32.47507862104015;-2.8445612059532324;-0.92377348805692;-2.8445612059532324;32.62036222764511;5737,00;-0.14528360660496276;-0.44537704882331985;2.893498344082273;-6.496738778360619
2014/03/13; 164663.9676 ;168975.174;5056,00;32.568031566455694;32.568031566455694;-2.6181844533667094;-0.8526911392405054;-2.61818445336671;32.47507862104015;5903,00;0.0929529454155471;0.2862285462038087;-14.348636286633914;-50.12999743364865
2014/03/14; 395941.3451 ;406765.914;12167,00;32.542232686775705;32.542232686775705;-2.7338819332611326;-0.8896662201035599;-2.7338819332611326;32.568031566455694;5056,00;-0.025798879679989284;-0.07921534842333401;140.64477848101268;-1775.4738353152752
2014/03/15; 518183.2104 ;534383.1431;15971,00;32.44525767954417;32.44525767954417;-3.126294402224037;-1.014334274622754;-3.126294402224037;32.542232686775705;12167,00;-0.09697500723153496;-0.29799739976336354;31.26489685214104;-104.91667671250873
2014/03/16; 226617.9549 ;233191.1046;6968,00;32.52266861366246;32.52266861366246;-2.9005423259161094;-0.9433337686567136;-2.9005423259161094;32.44525767954417;15971,00;0.0774109341182907;0.23858936453168048;-56.370922296662705;-236.2675402875204
2014/03/17; 243707.8719 ;250794.2213;7494,00;32.520399239391516;32.520399239391516;-2.90772281779545;-0.9456030691219651;-2.90772281779545;32.52266861366246;6968,00;-0.0022693742709449793;-0.006977823062132228;7.548794489092997;-1081.8265842909316
2014/03/18; 94849.7438 ;90571.58892;2707,00;35.03869368304396;35.03869368304396;4.510454861133744;1.5804044625046183;4.510454861133744;32.520399239391516;7494,00;2.5182944436524437;7.7437377847504045;-63.87776888177208;-8.248958146228215
2014/03/19; 92386.78307 ;88255.84099;2637,00;35.03480586651498;35.03480586651498;4.471356121221429;1.5665309366704618;4.471356121221429;35.03869368304396;2707,00;-0.0038878165289801814;-0.011095780465301954;-2.5858884373845585;233.0515140842044
2014/03/20; 180394.8277 ;172344.3044;5149,00;35.03492478151097;35.03492478151097;4.462724016338303;1.5635120023305498;4.462724016338303;35.03480586651498;2637,00;1.1891499599414601E-4;3.394195944662012E-4;95.25976488433827;280654.87802538776
2014/03/21; 200939.6924 ;192019.1443;5735,00;35.037435466434175;35.037435466434175;4.439415624386606;1.555457384481253;4.439415624386607;35.03492478151097;5149,00;0.0025106849232017225;0.007166234661153574;11.38085065061177;1588.1214038809824
2014/03/22; 172953.9247 ;165201.305;4936,00;35.039287824149106;35.039287824149106;4.482476887094317;1.5706279781199373;4.482476887094318;35.037435466434175;5735,00;0.0018523577149309745;0.0052867959377493;-13.931996512641673;-2635.243855954996
2014/03/23; 70194.79954 ;67061.62271;2003,00;35.044832521218176;35.044832521218176;4.463545519799643;1.5642420519221225;4.463545519799644;35.039287824149106;4936,00;0.005544697069069571;0.015824228782550086;-59.42058346839546;-3755.0381939573927
2014/03/24; 81378.21463 ;77703.64633;2323,00;35.03151727507534;35.03151727507534;4.515420148631981;1.581820189410245;4.515420148631981;35.044832521218176;2003,00;-0.013315246142838078;-0.03799489164280142;15.97603594608088;-420.47852369932286
2014/03/25; 130227.0147 ;127394.2892;3822,00;34.073002276295135;34.073002276295135;2.1752210987295255;0.7411631344845632;2.1752210987295255;35.03151727507534;2323,00;-0.9585149987802026;-2.736150396380858;64.52862677572105;-23.583728022068488
2014/03/26; 125310.0364 ;122275.1026;3666,00;34.181679323513364;34.181679323513364;2.421939923720267;0.8278597381342059;2.421939923720267;34.073002276295135;3822,00;0.10867704721822946;0.3189535408032915;-4.081632653061225;-12.7969504360464
2014/03/27; 119452.3396 ;118186.575;3543,00;33.71502670053627;33.71502670053627;1.0596398565641902;0.357257860570141;1.0596398565641902;34.181679323513364;3666,00;-0.46665262297709376;-1.3652126876519093;-3.355155482815057;2.4576064324348903
2014/03/28; 276174.7693 ;271550.8956;8130,00;33.96983632226322;33.96983632226322;1.6742563818265481;0.5687421525215248;1.6742563818265486;33.71502670053627;3543,00;0.2548096217269489;0.7557746401633307;129.46655376799322;171.30311985595884
2014/03/29; 357369.2669 ;352250.8301;10518,00;33.97692212397794;33.97692212397794;1.4322543302057984;0.48663593839132596;1.4322543302057982;33.96983632226322;8130,00;0.007085801714723061;0.02085909878252535;29.37269372693727;1408.1477840041757
2014/03/30; 163865.4903 ;160525.4269;4791,00;34.20277401377583;34.20277401377583;2.0382957960734296;0.6971537048632882;2.0382957960734296;33.97692212397794;10518,00;0.2258518897978874;0.6647214511478686;-54.44951511694238;-81.91328115395808
2014/03/31; 190719.6145 ;187072.5952;5583,00;34.16077637470894;34.16077637470894;1.9122413337302469;0.6532364857603413;1.9122413337302473;34.20277401377583;4791,00;-0.041997639066892134;-0.12279015453535076;16.530995616781468;-134.62802192355142
2014/04/01; 244535.2052 ;239700.6848;7155,00;34.176828120195665;34.176828120195665;1.9770242881984867;0.6756841928721186;1.9770242881984867;34.16077637470894;5583,00;0.016051745486727498;0.04698881931328548;28.15690488984417;599.2256307211186
2014/04/02; 155620.5038 ;153366.0188;4575,00;34.01541066666667;34.01541066666667;1.4487069151873644;0.49278360655738035;1.4487069151873642;34.176828120195665;7155,00;-0.1614174535289976;-0.4723008611604109;-36.058700209643604;76.34688643389268
2014/04/03; 136001.9782 ;134523.0686;3997,00;34.026014060545414;34.026014060545414;1.087417712281492;0.37000490367776173;1.087417712281492;34.01541066666667;4575,00;0.010603393878746203;0.031172323576081292;-12.633879781420765;-405.2915641846736
2014/04/04; 190559.8875 ;187742.3;5558,00;34.28569404462037;34.28569404462037;1.4785837339455938;0.50694269521411;1.4785837339455936;34.026014060545414;3997,00;0.25967998407495685;0.7631807346369925;39.05429071803853;51.17305632277881
2014/04/05; 217110.5025 ;213540.7342;6320,00;34.352927610759494;34.352927610759494;1.6442172344932948;0.5648367563291133;1.6442172344932953;34.28569404462037;5558,00;0.06723356613912301;0.1960980170085615;13.709967614249729;69.91385136572372
2014/04/06; 119190.1 ;116856.3146;3447,00;34.57792283144764;34.57792283144764;1.9580362798588202;0.677048273861331;1.9580362798588207;34.352927610759494;6320,00;0.22499522068814315;0.654952099679777;-45.45886075949367;-69.40791667317302
2014/04/07; 131910.1975 ;130784.4447;3854,00;34.226828619615986;34.226828619615986;0.8534236331501334;0.2920998443175964;0.8534236331501334;34.57792283144764;3447,00;-0.3510942118316507;-1.015371031808598;11.807368726428779;-11.628624765271539
2014/04/08; 118921.3077 ;115305.8052;3394,00;35.03868818503241;35.03868818503241;3.040247849544966;1.065262964054214;3.040247849544966;34.226828619615986;3854,00;0.8118595654164267;2.371997635069046;-11.93565127140633;-5.031898470277731
2014/04/09; 124828.2828 ;121264.7031;3563,00;35.03460084198709;35.03460084198709;2.8547854861622772;1.0001626999719344;2.8547854861622772;35.03868818503241;3394,00;-0.004087343045320324;-0.011665228514651776;4.979375368296995;-426.85622163704664
2014/04/10; 179326.4902 ;183278.5024;5380,00;33.33206137546468;33.33206137546468;-2.203808369634838;-0.7345747583643117;-2.203808369634838;35.03460084198709;3563,00;-1.7025394665224098;-4.859594302789965;50.99635138927869;-10.493952419032373
2014/04/11; 318949.8171 ;326322.526;9573,00;33.3176451582576;33.3176451582576;-2.311557650991996;-0.7701565757860678;-2.311557650991996;33.33206137546468;5380,00;-0.01441621720708497;-0.04325030199811335;77.93680297397769;-1801.994422544782
2014/04/12; 375031.1093 ;383727.194;11250,00;33.336098604444445;33.336098604444445;-2.3187635597034473;-0.7729853066666673;-2.3187635597034477;33.3176451582576;9573,00;0.018453446186846634;0.05538640590952163;17.51801942964588;316.2873478063018
2014/04/13; 166393.5407 ;170061.8641;4990,00;33.34539893787576;33.34539893787576;-2.2046068522658664;-0.7351349498997983;-2.204606852265866;33.336098604444445;11250,00;0.009300333431312424;0.02789868587103496;-55.64444444444444;-1994.5184766647287
2014/04/14; 193652.3278 ;198212.0687;5810,00;33.33086537005163;33.33086537005163;-2.3546016470864255;-0.7848091049913949;-2.354601647086426;33.34539893787576;4990,00;-0.01453356782412385;-0.043584927117533236;16.432865731462925;-377.030932899102
2014/04/15; 249805.5172 ;255956.654;7497,00;33.32073058556756;33.32073058556756;-2.4623702746626157;-0.8204797652394301;-2.4623702746626157;33.33086537005163;5810,00;-0.010134784484073123;-0.030406604723738746;29.036144578313255;-954.9288663473973
2014/04/16; 294023.4109 ;301522.3523;8821,00;33.332208468427616;33.332208468427616;-2.5504572500012483;-0.8501237274685421;-2.5504572500012483;33.32073058556756;7497,00;0.011477882860056354;0.03444667226182564;17.660397492330265;512.6880575892901
2014/04/17; 612236.0058 ;627927.7587;18366,00;33.33529379287815;33.33529379287815;-2.5630235319949493;-0.8543914243711186;-2.5630235319949493;33.332208468427616;8821,00;0.0030853244505308908;0.009256285713721371;108.2076862033783;11690.184329873584
2014/04/18; 464815.5179 ;476692.5437;13940,00;33.34401132711621;33.34401132711621;-2.555212840926541;-0.8520104591104737;-2.555212840926541;33.33529379287815;18366,00;0.008717534238066094;0.026151064671068036;-24.098878362191005;-921.5257070910981
2014/04/19; 360480.9404 ;369765.6128;10814,00;33.334653264287034;33.334653264287034;-2.5756347588578308;-0.8585789162197135;-2.5756347588578308;33.34401132711621;13940,00;-0.009358062829178948;-0.028065198087216126;-22.42467718794835;799.0208057060867
2014/04/20; 114279.5773 ;117190.8262;3429,00;33.32737745698454;33.32737745698454;-2.54747958365085;-0.8490081364829372;-2.5474795836508504;33.334653264287034;10814,00;-0.007275807302491444;-0.02182655762100383;-68.29110412428334;3128.80781798438
2014/04/21; 161170.8204 ;165415.0838;4834,00;33.34108820852296;33.34108820852296;-2.633394425533368;-0.8780023582954067;-2.633394425533368;33.32737745698454;3429,00;0.01371075153841872;0.04113960528732004;40.974044911052786;995.9756449992416
2014/04/22; 182483.1465 ;187344.7372;5475,00;33.33025506849315;33.33025506849315;-2.6641313421236963;-0.8879617716894979;-2.6641313421236963;33.34108820852296;4834,00;-0.01083314002980984;-0.03249186097963225;13.260239966901116;-408.10958705053525
2014/04/23; 109358.4125 ;106849.8988;3121,00;35.03954261454662;35.03954261454662;2.293846118148442;0.8037531880807467;2.293846118148442;33.33025506849315;5475,00;1.709287546053467;5.128336229473516;-42.99543378995434;-8.383895256877166
